iter	Passed	Remaining
163	5116	12977
164	5144	12938
165	5156	12860
166	5183	12819
167	5208	12774
168	5233	12727
169	5259	12685
170	5284	12638
171	5297	12567
172	5322	12522
173	5350	12483
174	5361	12407
175	5390	12372
176	5412	12323
177	5436	12278
178	5462	12236
179	5487	12194
180	5510	12148
181	5536	12107
182	5562	12066
183	5588	12026
184	5615	11989
185	5640	11948
186	5666	11909
187	5703	11893
188	5734	11862
189	5764	11832
190	5792	11797
191	5827	11775
192	5871	11773
193	5905	11749
194	5933	11715
195	5963	11682
196	5989	11644
197	6017	11610
198	6047	11578
199	6073	11538
200	6097	11497
201	6123	11459
202	6141	11405
203	6170	11373
204	6187	11319
205	6223	11298
206	6257	11275
207	6287	11244
208	6313	11206
209	6337	11166
210	6362	11126
211	6387	11088
212	6415	11053
213	6439	11012
214	6467	10979
215	6495	10946
216	6520	10907
217	6546	10871
218	6571	10832
219	6598	10797
220	6623	10759
221	6648	10720
222	6658	10660
223	6684	10623
224	6711	10589
225	6735	10550
226	6759	10511
227	6782	10471
228	6806	10433
229	6832	10396
230	6857	10360
231	6879	10319
232	6904	10282
233	6931	10248
234	6956	10212
235	6982	10178
236	7007	10141
237	7030	10102
238	7043	10049
239	7067	10012
240	7076	9954
241	7100	9916
242	7128	9885
243	7152	9849
244	7170	9804
245	7194	9768
246	7219	9733
247	7228	9677
248	7255	9644
249	7283	9614
250	7308	9579
251	7326	9536
252	7352	9503
253	7367	9455
254	7394	9424
255	7419	9390
256	7445	9357
257	7472	9325
258	7479	9270
259	7507	9240
260	7534	9208
261	7551	9165
262	7577	9133
263	7603	9100
264	7616	9053
265	7640	9018
266	7663	8984
267	7687	8949
268	7713	8918
269	7737	8883
270	7761	8850
271	7788	8818
272	7815	8789
273	7838	8754
274	7862	8719
275	7877	8677
276	7888	8629
277	7911	8594
278	7933	8558
279	7959	8527
280	7985	8497
281	8010	8464
282	8052	8450
283	8077	8418
284	8104	8388
285	8129	8356
286	8154	8324
287	8177	8291
288	8202	8258
289	8228	8228
290	8254	8198
291	8280	8166
292	8305	8134
293	8329	8103
294	8354	8071
295	8381	8041
296	8406	8010
297	8429	7977
298	8443	7935
299	8469	7905
300	8479	7859
301	8531	7853
302	8563	7828
303	8589	7798
304	8615	7768
305	8640	7736
306	8666	7706
307	8692	7676
308	8719	7647
309	8742	7614
310	8758	7575
311	8781	7543
312	8791	7499
313	8816	7468
314	8822	7422
315	8844	7389
316	8868	7357
317	8893	7327
318	8918	7297
319	8941	7265
320	8973	7239
321	9006	7216
322	9036	7190
323	9055	7154
324	9080	7124
325	9111	7099
326	9135	7068
327	9160	7038
328	9184	7007
329	9210	6978
330	9219	6935
331	9244	6905
332	9254	6864
333	9280	6835
334	9307	6806
335	9333	6777
336	9357	6747
337	9385	6719
338	9410	6690
339	9434	6659
340	9459	6629
341	9483	6599
342	9507	6569
343	9532	6539
344	9559	6511
345	9582	6480
346	9609	6452
347	9635	6423
348	9658	6392
349	9682	6362
350	9709	6334
351	9742	6310
352	9775	6285
353	9786	6247
354	9812	6219
355	9836	6189
356	9859	6158
357	9882	6128
358	9906	6098
359	9930	6068
360	9953	6038
361	9980	6010
362	10005	5981
363	10031	5952
364	10055	5923
365	10080	5894
366	10110	5868
367	10147	5845
368	10183	5823
369	10221	5801
370	10253	5776
371	10284	5750
372	10309	5721
373	10334	5692
374	10367	5667
375	10397	5641
376	10424	5612
377	10453	5586
378	10486	5561
379	10529	5541
380	10555	5513
381	10582	5485
382	10611	5457
383	10641	5431
384	10679	5409
385	10707	5381
386	10731	5351
387	10756	5322
388	10775	5290
389	10791	5257
390	10816	5228
391	10847	5202
392	10865	5170
393	10882	5137
394	10899	5105
395	10924	5075
396	10950	5047
397	10976	5019
398	11003	4991
399	11028	4962
400	11045	4930
401	11070	4902
402	11102	4876
403	11128	4848
404	11155	4820
405	11180	4791
406	11204	4762
407	11229	4734
408	11260	4707
409	11283	4678
410	11314	4652
411	11337	4622
412	11365	4595
413	11397	4570
414	11424	4542
415	11452	4515
416	11482	4488
417	11511	4461
418	11524	4428
419	11537	4395
420	11606	4383
421	11632	4355
422	11656	4326
423	11684	4298
424	11715	4272
425	11736	4242
426	11764	4215
427	11778	4182
428	11804	4154
429	11833	4128
430	11870	4103
431	11901	4077
432	11913	4044
433	11945	4018
434	11977	3992
435	12009	3966
436	12040	3940
437	12070	3913
438	12097	3885
439	12123	3857
440	12149	3829
441	12174	3801
442	12201	3773
443	12231	3746
444	12241	3713
445	12268	3685
446	12297	3658
447	12329	3632
448	12358	3605
449	12372	3574
450	12401	3547
451	12432	3520
452	12443	3488
453	12477	3462
454	12488	3430
455	12517	3403
456	12538	3374
457	12566	3347
458	12593	3319
459	12620	3292
460	12648	3265
461	12659	3233
462	12672	3202
463	12697	3174
464	12723	3146
465	12747	3118
466	12757	3086
467	12782	3059
468	12810	3031
469	12838	3004
470	12864	2977
471	12894	2950
472	12908	2920
473	12933	2892
474	12958	2864
475	12985	2837
476	13010	2809
477	13028	2780
478	13053	2752
479	13062	2721
480	13080	2692
481	13109	2665
482	13118	2634
483	13144	2607
484	13170	2579
485	13195	2552
486	13213	2523
487	13239	2495
488	13256	2466
489	13282	2439
490	13291	2409
491	13318	2382
492	13344	2354
493	13370	2327
494	13395	2300
495	13422	2273
496	13448	2245
497	13473	2218
498	13496	2190
499	13524	2163
500	13551	2136
501	13575	2109
502	13600	2081
503	13623	2054
504	13649	2027
505	13676	2000
506	13700	1972
507	13725	1945
508	13743	1917
509	13769	1889
510	13793	1862
511	13820	1835
512	13843	1807
513	13868	1780
514	13893	1753
515	13917	1726
516	13940	1698
517	13966	1671
518	13992	1644
519	14016	1617
520	14041	1590
521	14066	1562
522	14090	1535
523	14116	1508
524	14139	1481
525	14163	1454
526	14188	1426
527	14215	1400
528	14242	1373
529	14269	1346
530	14293	1318
531	14318	1291
532	14343	1264
533	14367	1237
534	14394	1210
535	14422	1183
536	14448	1156
537	14474	1129
538	14502	1103
539	14532	1076
540	14560	1049
541	14591	1023
542	14622	996
543	14656	969
544	14690	943
545	14725	916
546	14760	890
547	14802	864
548	14828	837
549	14869	811
550	14903	784
551	14932	757
552	14960	730
553	14988	703
554	15016	676
555	15044	649
556	15059	621
557	15104	595
558	15133	568
559	15156	541
560	15181	514
561	15205	487
562	15230	459
563	15255	432
564	15280	405
565	15305	378
566	15332	351
567	15356	324
568	15380	297
569	15406	270
570	15430	243
571	15453	216
572	15478	189
573	15502	162
574	15530	135
575	15539	107
576	15564	80
577	15575	53
578	15601	26
579	15626	0
