iter	Passed	Remaining
438	3538	1999
439	3545	1990
440	3552	1981
441	3559	1972
442	3565	1964
443	3572	1955
444	3579	1946
445	3585	1937
446	3592	1928
447	3598	1919
448	3605	1911
449	3611	1902
450	3619	1893
451	3625	1885
452	3632	1876
453	3639	1867
454	3646	1859
455	3653	1850
456	3660	1842
457	3668	1834
458	3675	1825
459	3683	1817
460	3689	1808
461	3696	1800
462	3703	1791
463	3711	1783
464	3717	1774
465	3724	1766
466	3730	1757
467	3737	1749
468	3744	1740
469	3750	1731
470	3758	1723
471	3764	1714
472	3771	1706
473	3778	1697
474	3784	1689
475	3791	1680
476	3798	1672
477	3805	1663
478	3812	1655
479	3821	1647
480	3827	1639
481	3834	1630
482	3841	1622
483	3848	1614
484	3854	1605
485	3860	1596
486	3867	1588
487	3874	1579
488	3883	1572
489	3889	1563
490	3898	1556
491	3904	1547
492	3911	1539
493	3918	1530
494	3925	1522
495	3931	1513
496	3938	1505
497	3945	1497
498	3952	1489
499	3958	1480
500	3965	1472
501	3971	1463
502	3978	1455
503	3984	1446
504	3990	1438
505	3996	1429
506	4003	1421
507	4009	1412
508	4016	1404
509	4023	1396
510	4030	1388
511	4036	1379
512	4043	1371
513	4051	1363
514	4060	1355
515	4066	1347
516	4073	1339
517	4082	1331
518	4088	1323
519	4095	1315
520	4101	1306
521	4107	1298
522	4113	1290
523	4121	1282
524	4127	1273
525	4134	1265
526	4142	1257
527	4150	1249
528	4157	1241
529	4163	1233
530	4171	1225
531	4178	1217
532	4185	1209
533	4192	1201
534	4198	1192
535	4204	1184
536	4211	1176
537	4217	1168
538	4225	1160
539	4231	1151
540	4238	1143
541	4246	1136
542	4253	1127
543	4261	1120
544	4267	1111
545	4275	1104
546	4282	1096
547	4291	1088
548	4298	1080
549	4307	1072
550	4314	1064
551	4320	1056
552	4327	1048
553	4355	1045
554	4373	1040
555	4383	1032
556	4393	1025
557	4400	1017
558	4407	1009
559	4414	1001
560	4420	992
561	4428	984
562	4434	976
563	4442	968
564	4448	960
565	4455	952
566	4462	944
567	4469	936
568	4475	928
569	4482	920
570	4490	912
571	4497	904
572	4505	896
573	4532	892
574	4538	884
575	4545	875
576	4552	867
577	4559	859
578	4567	851
579	4574	843
580	4584	836
581	4591	828
582	4598	820
583	4603	811
584	4610	803
585	4617	795
586	4623	787
587	4630	779
588	4636	771
589	4643	763
590	4650	755
591	4657	747
592	4664	739
593	4672	731
594	4678	723
595	4685	715
596	4691	707
597	4698	699
598	4705	691
599	4711	683
600	4722	675
601	4728	667
602	4735	659
603	4742	651
604	4748	643
605	4755	635
606	4761	627
607	4768	619
608	4775	611
609	4781	603
610	4788	595
611	4794	587
612	4801	579
613	4808	571
614	4814	563
615	4820	555
616	4827	547
617	4834	539
618	4841	531
619	4847	523
620	4856	516
621	4863	508
622	4869	500
623	4875	492
624	4881	484
625	4888	476
626	4895	468
627	4902	460
628	4909	452
629	4918	444
630	4924	437
631	4931	429
632	4938	421
633	4945	413
634	4951	405
635	4958	397
636	4966	389
637	4972	381
638	4979	374
639	4986	366
640	4994	358
641	5000	350
642	5006	342
643	5013	334
644	5019	326
645	5026	319
646	5034	311
647	5040	303
648	5046	295
649	5053	287
650	5060	279
651	5069	272
652	5075	264
653	5082	256
654	5089	248
655	5096	240
656	5104	233
657	5112	225
658	5120	217
659	5130	209
660	5138	202
661	5145	194
662	5152	186
663	5159	178
664	5166	170
665	5173	163
666	5180	155
667	5186	147
668	5193	139
669	5200	131
670	5206	124
671	5213	116
672	5220	108
673	5227	100
674	5233	93
675	5240	85
676	5247	77
677	5255	69
678	5262	61
679	5271	54
680	5277	46
681	5286	38
682	5293	30
683	5299	23
684	5306	15
685	5313	7
686	5321	0
